timestamp,lap time,stroke count,stroke type,data source
2025-07-14T23:00:47Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-14T23:01:47Z,00:00:15.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-14T23:06:23Z,00:00:23.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-14T23:07:24Z,00:00:31.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-14T23:08:44Z,00:00:42.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-14T23:12:38Z,00:00:30.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-14T23:15:08Z,00:00:48.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-14T23:18:15Z,00:00:35.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-14T23:19:10Z,00:00:29.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-14T23:20:08Z,00:00:39.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-14T23:21:41Z,00:00:26.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-14T23:23:32Z,00:00:27.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-14T23:24:09Z,00:00:23.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-14T23:25:02Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-14T23:41:52Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-14T23:46:03Z,00:00:10.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-14T23:46:19Z,00:00:51.000,13,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T00:19:09Z,00:00:18.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T00:20:51Z,00:00:46.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T00:22:05Z,00:00:43.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T00:22:51Z,00:00:43.000,13,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T00:27:38Z,00:00:21.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T00:29:14Z,00:00:21.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T00:30:06Z,00:00:25.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T00:32:40Z,00:00:33.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T00:41:35Z,00:00:10.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T00:51:51Z,00:00:26.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T00:55:30Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T01:08:46Z,00:00:07.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T01:35:20Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T02:06:38Z,00:00:20.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T02:07:42Z,00:00:32.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T02:11:09Z,00:00:39.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T02:12:57Z,00:00:46.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T02:14:53Z,00:00:38.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T02:16:28Z,00:00:56.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T02:17:40Z,00:00:35.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T02:21:12Z,00:00:29.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T02:21:46Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T02:27:39Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T02:42:15Z,00:00:24.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T02:56:52Z,00:00:40.000,11,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T02:57:41Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T02:59:01Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T02:59:39Z,00:00:20.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T03:08:04Z,00:00:26.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T03:08:43Z,00:00:40.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T03:13:59Z,00:00:21.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
2025-07-15T03:15:22Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Sense 2
